therapeutic	target_annotation	arm_group	component	status	candidate_hgnc_ids	exclusion_reference
Lanadelumab	KLKB1	0	KLKB1	approved_symbol	HGNC:6371	
Lancastotug	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Landogrozumab	MSTN/GDF8/GDF-8	0	MSTN/GDF8/GDF-8	approved_symbol	HGNC:4223	
Lanerkitug	CCR8/CKR-L1/CDw198	0	CCR8/CKR-L1/CDw198	approved_symbol	HGNC:1609	
Laprituximab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Larcaviximab	Zaire Ebolavirus Glycoprotein	0	Zaire Ebolavirus Glycoprotein	unresolved_or_nonprotein		
Lasrekibart	IL5	0	IL5	approved_symbol	HGNC:6016	
Latikafusp	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Latozinemab	SORT1/Gp95/NT3	0	SORT1/Gp95/NT3	approved_symbol	HGNC:11186	
Laventatug	SLC39A6/ZIP6	0	SLC39A6/ZIP6	approved_symbol	HGNC:18607	
Lebrikizumab	IL13	0	IL13	approved_symbol	HGNC:5973	
Lecanemab	APP	0	APP	approved_symbol	HGNC:620	
Lecankitug	IL17A&IL17F	0	IL17A	approved_symbol	HGNC:5981	
Lecankitug	IL17A&IL17F	0	IL17F	approved_symbol	HGNC:16404	
Ledostomig	NT5E/CALJA/CD73;PDCD1/CD279/PD1	0	NT5E/CALJA/CD73	approved_symbol	HGNC:8021	
Ledostomig	NT5E/CALJA/CD73;PDCD1/CD279/PD1	1	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Lemalesomab	NCA90/p95	0	NCA90/p95	unresolved_or_nonprotein		
Lemzoparlimab	IAP/CD47	0	IAP/CD47	approved_symbol	HGNC:1682	
Lenvervimab	Hepatitis B Virus	0	Hepatitis B Virus	unresolved_or_nonprotein		
Lenzilumab	CSF2	0	CSF2	approved_symbol	HGNC:2434	
Lepunafusp	TfR1/CD71	0	TfR1/CD71	unique_alias	HGNC:11763	
Lerdelimumab	TGFB1	0	TGFB1	approved_symbol	HGNC:11766	
Leronlimab	CCR5/CD195	0	CCR5/CD195	approved_symbol	HGNC:1606	
Lesabelimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Lesofavumab	Influenza B Virus	0	Influenza B Virus	unresolved_or_nonprotein		
Letaplimab	IAP/CD47	0	IAP/CD47	approved_symbol	HGNC:1682	
Letolizumab	CD40LG/CD154	0	CD40LG/CD154	approved_symbol	HGNC:11935	
Levilimab	IL6R/CD126	0	IL6R/CD126	approved_symbol	HGNC:6019	
Lexatumumab	TNFRSF10B/CD262/DR5/TRAILR2	0	TNFRSF10B/CD262/DR5/TRAILR2	approved_symbol	HGNC:11905	
Libevitug	Hepatitis B Virus Surface Antigen	0	Hepatitis B Virus Surface Antigen	unresolved_or_nonprotein		
Libivirumab	Hepatitis B Virus Surface Antigen	0	Hepatitis B Virus Surface Antigen	unresolved_or_nonprotein		
Licaminlimab	TNF/TNFA	0	TNF/TNFA	approved_symbol	HGNC:11892	
Lifastuzumab	SLC34A2	0	SLC34A2	approved_symbol	HGNC:11020	
Ligelizumab	IGHE	0	IGHE	approved_symbol	HGNC:5522	
Ligufalimab	IAP/CD47	0	IAP/CD47	approved_symbol	HGNC:1682	
Lilotomab	CD37	0	CD37	approved_symbol	HGNC:1666	
Linavonkibart	TGFB1	0	TGFB1	approved_symbol	HGNC:11766	
Linclatamig	LY6G6D/G6D/NG25/LY6-D/MEGT1/C6orf23;CD3E	0	LY6G6D/G6D/NG25/LY6-D/MEGT1/C6orf23	approved_symbol	HGNC:13935	
Linclatamig	LY6G6D/G6D/NG25/LY6-D/MEGT1/C6orf23;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Lintuzumab	SIGLEC3/CD33/p67	0	SIGLEC3/CD33/p67	approved_symbol	HGNC:1659	
Linvoseltamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Linvoseltamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Lipustobart	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Lirentelimab	SIGLEC8/SAF2	0	SIGLEC8/SAF2	approved_symbol	HGNC:10877	
Lirilumab	KIRD2	0	KIRD2	unresolved_or_nonprotein		
Litifilimab	CLEC4C	0	CLEC4C	approved_symbol	HGNC:13258	
Livmoniplimab	LRRC32	0	LRRC32	approved_symbol	HGNC:4161	
Lixudebart	CLDN1	0	CLDN1	approved_symbol	HGNC:2032	
Lodapolimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Lodelcizumab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Lofacimig	F11;F11	0	F11	approved_symbol	HGNC:3529	
Lofacimig	F11;F11	1	F11	approved_symbol	HGNC:3529	
Lokivetmab	IL31	0	IL31	nonhuman_target	HGNC:19372	
Lomtegovimab	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Lomvastomig	PDCD1/CD279/PD1;HAVCR2/TIM3	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Lomvastomig	PDCD1/CD279/PD1;HAVCR2/TIM3	1	HAVCR2/TIM3	approved_symbol	HGNC:18437	
Loncastuximab	CD19	0	CD19	approved_symbol	HGNC:1633	
Lonigutamab	IGF1R/CD221	0	IGF1R/CD221	approved_symbol	HGNC:5465	
Lorigerlimab	PDCD1/CD279/PD1;CTLA4/CD152	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Lorigerlimab	PDCD1/CD279/PD1;CTLA4/CD152	1	CTLA4/CD152	approved_symbol	HGNC:2505	
Lorukafusp	Ganglioside GD2	0	Ganglioside GD2	unresolved_or_nonprotein		
Lorvotuzumab	NCAM1/CD56	0	NCAM1/CD56	approved_symbol	HGNC:7656	
Losatuxizumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Lotivibart	HIV-1 gp120	0	HIV-1 gp120	unresolved_or_nonprotein		
Lucatumumab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Lucorafusp	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Lulizumab	CD28	0	CD28	approved_symbol	HGNC:1653	
Lumiliximab	FCER2/CD23	0	FCER2/CD23	approved_symbol	HGNC:3612	
Lumistobart	SIRPA	0	SIRPA	approved_symbol	HGNC:9662	
Lumrotatug	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Lumretuzumab	ERBB3/HER3	0	ERBB3/HER3	approved_symbol	HGNC:3431	
Lunaxafusp	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Lunlekitug	IL1A	0	IL1A	approved_symbol	HGNC:5991	
Lunsekimig1	IL13;IL13	0	IL13	approved_symbol	HGNC:5973	
Lunsekimig1	IL13;IL13	1	IL13	approved_symbol	HGNC:5973	
Lunsekimig2	TSLP;ALB	0	TSLP	approved_symbol	HGNC:30743	
Lunsekimig2	TSLP;ALB	1	ALB	approved_symbol	HGNC:399	
Lunsekimig3	TSLP	0	TSLP	approved_symbol	HGNC:30743	
Lupartumab	LYPD3	0	LYPD3	approved_symbol	HGNC:24880	
Lusvertikimab	IL7R/CD127	0	IL7R/CD127	approved_symbol	HGNC:6024	
Lutikizumab	IL1A;IL1B	0	IL1A	approved_symbol	HGNC:5991	
Lutikizumab	IL1A;IL1B	1	IL1B	approved_symbol	HGNC:5992	
Luvagrobart	NGF	0	NGF	approved_symbol	HGNC:7808	
Luveltamab	FOLR1	0	FOLR1	approved_symbol	HGNC:3791	
Maftivimab	Zaire Ebolavirus Glycoprotein	0	Zaire Ebolavirus Glycoprotein	unresolved_or_nonprotein		
Magrolimab	IAP/CD47	0	IAP/CD47	approved_symbol	HGNC:1682	
Manelimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Manfidokimab	IL4R/CD124	0	IL4R/CD124	approved_symbol	HGNC:6015	
Margetuximab	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Maridebart	GIPR	0	GIPR	approved_symbol	HGNC:4271	
Marlotamig	EGFR/ERBB1/HER1;CD28	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Marlotamig	EGFR/ERBB1/HER1;CD28	1	CD28	approved_symbol	HGNC:1653	
Marstacimab	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Masavibart	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Matuzumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Mavrilimumab	CSF2RA/CD116	0	CSF2RA/CD116	approved_symbol	HGNC:2435	
Mavrostobart	NT5E/CALJA/CD73	0	NT5E/CALJA/CD73	approved_symbol	HGNC:8021	
Mazorelvimab	Rabies Virus Spike Glycoprotein G	0	Rabies Virus Spike Glycoprotein G	unresolved_or_nonprotein		
Mecbotamab	AXL/UFO	0	AXL/UFO	approved_symbol	HGNC:905	
Melredableukin	Non-Binding	0	Non-Binding	unresolved_or_nonprotein		
Melrilimab	IL1RL1/ST2	0	IL1RL1/ST2	approved_symbol	HGNC:5998	
Metelimumab	TGFB1	0	TGFB1	approved_symbol	HGNC:11766	
Mepolizumab	IL5	0	IL5	approved_symbol	HGNC:6016	
Mevonlerbart	Fel d 1	0	Fel d 1	unresolved_or_nonprotein		
Mezagitamab	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Mibavademab	LEPR/CD295/OBR	0	LEPR/CD295/OBR	approved_symbol	HGNC:6554	
Micvotabart	FN extracellular domain B	0	FN extracellular domain B	unresolved_or_nonprotein		
Milatuzumab	CD74/HLA class II histocompatibility antigen gamma chain	0	CD74/HLA class II histocompatibility antigen gamma chain	approved_symbol	HGNC:1697	
Mipasetamab	AXL/UFO	0	AXL/UFO	approved_symbol	HGNC:905	
Mipletamig	IL3RA/CD123;CD3E	0	IL3RA/CD123	approved_symbol	HGNC:6012	
Mipletamig	IL3RA/CD123;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Miptenalimab	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Mirikizumab	IL23A	0	IL23A	approved_symbol	HGNC:15488	
Miromavimab	Rabies Virus Strain ERA Glycoprotein Ectodomain Epitope G-II	0	Rabies Virus Strain ERA Glycoprotein Ectodomain Epitope G-II	unresolved_or_nonprotein		
Mirvetuximab	FOLR1	0	FOLR1	approved_symbol	HGNC:3791	
Mirzotamab	B7H3/CD276	0	B7H3/CD276	approved_symbol	HGNC:19137	
Misitatug	MSLN	0	MSLN	approved_symbol	HGNC:7371	
Mitazalimab	TNFRSF5/CD40	0	TNFRSF5/CD40	approved_symbol	HGNC:11919	
Modakafusp	ADPRC1/CD38	0	ADPRC1/CD38	approved_symbol	HGNC:1667	
Modotuximab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Moflerafusp	SIRPA	0	SIRPA	approved_symbol	HGNC:9662	
Mogamulizumab	CCR4/CD194	0	CCR4/CD194	approved_symbol	HGNC:1605	
Monalizumab	KLRC1	0	KLRC1	approved_symbol	HGNC:6374	
Mosunetuzumab	CD3E;MS4A1/CD20	0	CD3E	approved_symbol	HGNC:1674	
Mosunetuzumab	CD3E;MS4A1/CD20	1	MS4A1/CD20	approved_symbol	HGNC:7315	
Motavizumab	Respiratory Syncytial Virus Glycoprotein F	0	Respiratory Syncytial Virus Glycoprotein F	unresolved_or_nonprotein		
Moxetumomab	SIGLEC2/CD22	0	SIGLEC2/CD22	approved_symbol	HGNC:1643	
Mozistobart	SIGLEC2/CD22	0	SIGLEC2/CD22	approved_symbol	HGNC:1643	
Murlentamab	AMHR2	0	AMHR2	approved_symbol	HGNC:465	
Mupadolimab	NT5E/CALJA/CD73	0	NT5E/CALJA/CD73	approved_symbol	HGNC:8021	
Muromonab	CD3E	0	CD3E	approved_symbol	HGNC:1674	
Muzastotug	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Nadecnemab	GFRA3	0	GFRA3	approved_symbol	HGNC:4245	
Nadunolimab	IL1RAP	0	IL1RAP	approved_symbol	HGNC:5995	
Namilumab	CSF2	0	CSF2	approved_symbol	HGNC:2434	
Naptumomab	TPBG/WAIF1	0	TPBG/WAIF1	approved_symbol	HGNC:12004	
Naratuximab	CD37	0	CD37	approved_symbol	HGNC:1666	
Narlumosbart	TNFSF11/CD254/RANKL/TRANCE/OPGL/ODF	0	TNFSF11/CD254/RANKL/TRANCE/OPGL/ODF	approved_symbol	HGNC:11926	
Narnatumab	MST1R/CD136	0	MST1R/CD136	approved_symbol	HGNC:7381	
Narsoplimab	MASP2	0	MASP2	approved_symbol	HGNC:6902	
Natalizumab	ITGA4/CD49D	0	ITGA4/CD49D	approved_symbol	HGNC:6140	
Navenibart	KLKB1	0	KLKB1	approved_symbol	HGNC:6371	
Navivumab	Influenza A HA	0	Influenza A HA	unresolved_or_nonprotein		
Navicixizumab	DLL4;VEGFA	0	DLL4	approved_symbol	HGNC:2910	
Navicixizumab	DLL4;VEGFA	1	VEGFA	approved_symbol	HGNC:12680	
Naxitamab	Ganglioside GD2	0	Ganglioside GD2	unresolved_or_nonprotein		
Nebokitug	CCL24/SCYA24/Ckb-6/MPIF-2/eotaxin-2	0	CCL24/SCYA24/Ckb-6/MPIF-2/eotaxin-2	approved_symbol	HGNC:10623	
Nebratamig1	TNFRSF9/CD137/4-1BB;PDL1/CD274	0	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Nebratamig1	TNFRSF9/CD137/4-1BB;PDL1/CD274	1	PDL1/CD274	approved_symbol	HGNC:17635	
Nebratamig2	ROR1;CD3D and CD3E	0	ROR1	approved_symbol	HGNC:10256	
Nebratamig2	ROR1;CD3D and CD3E	1	CD3D	complex_target_not_direct_subunit	HGNC:1673	
Nebratamig2	ROR1;CD3D and CD3E	1	CD3E	complex_target_not_direct_subunit	HGNC:1674	
Necitumumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Negalstobart	LAG3/CD223	0	LAG3/CD223	approved_symbol	HGNC:6476	
Nelmastobart	BTN1A1	0	BTN1A1	approved_symbol	HGNC:1135	
Nelistotug	TACTILE/CD96	0	TACTILE/CD96	approved_symbol	HGNC:16892	
Nemolizumab	IL31RA	0	IL31RA	approved_symbol	HGNC:18969	
Nepuvibart	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Nesfrotamig	ERBB2/CD340/HER2;TNFRSF9/CD137/4-1BB	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Nesfrotamig	ERBB2/CD340/HER2;TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Nesvacumab	ANGPT2	0	ANGPT2	approved_symbol	HGNC:485	
Netakimab	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Nezastomig	FOLH1/GCPII/PSMA;CD28	0	FOLH1/GCPII/PSMA	approved_symbol	HGNC:3788	
Nezastomig	FOLH1/GCPII/PSMA;CD28	1	CD28	approved_symbol	HGNC:1653	
Nezutatug	ERBB3/HER3	0	ERBB3/HER3	approved_symbol	HGNC:3431	
Nimacimab	CNR1/CB1	0	CNR1/CB1	approved_symbol	HGNC:2159	
Nimotuzumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Nipocalimab	FCGRT/FcRn	0	FCGRT/FcRn	approved_symbol	HGNC:3621	
Nirsevimab	Respiratory Syncytial Virus	0	Respiratory Syncytial Virus	unresolved_or_nonprotein		
Nisevokitug	TGFB1/TGFB2	0	TGFB1/TGFB2	ambiguous_slash_group	HGNC:11766;HGNC:11768	
Nivatrotamab	GD2;CD3E	0	GD2	unresolved_or_nonprotein		
Nivatrotamab	GD2;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Nivisnebart	SORT1/Gp95/NT3	0	SORT1/Gp95/NT3	approved_symbol	HGNC:11186	
Nivolumab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Nofazinlimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Nolavetbart	IL31RA (Canine)	0	IL31RA (Canine)	nonhuman_target		
Nurulimab	CTLA4/CD152	0	CTLA4/CD152	approved_symbol	HGNC:2505	
Nuvustotug	TNFRSF4/CD134/OX40	0	TNFRSF4/CD134/OX40	approved_symbol	HGNC:11918	
Oberotatug	LY75/CD205/DEC205	0	LY75/CD205/DEC205	approved_symbol	HGNC:6729	
Obertamig	CD3E;HLA-G	0	CD3E	approved_symbol	HGNC:1674	
Obertamig	CD3E;HLA-G	1	HLA-G	approved_symbol	HGNC:4964	
Obexelimab	CD19	0	CD19	approved_symbol	HGNC:1633	
Obiltoxaximab	Anthrax Protective Antigen	0	Anthrax Protective Antigen	unresolved_or_nonprotein		
Obinutuzumab	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Obrindatamab	B7H3/CD276;CD3E	0	B7H3/CD276	approved_symbol	HGNC:19137	
Obrindatamab	B7H3/CD276;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Obrixtamig	DLL3;CD3E	0	DLL3	approved_symbol	HGNC:2909	
Obrixtamig	DLL3;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Ocankitug	TSLP	0	TSLP	approved_symbol	HGNC:30743	
Ocaratuzumab	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Ociperlimab	TIGIT/WUCAM/VSTM3	0	TIGIT/WUCAM/VSTM3	approved_symbol	HGNC:26838	
Ocrelizumab	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Odesivimab	Zaire Ebolavirus Glycoprotein	0	Zaire Ebolavirus Glycoprotein	unresolved_or_nonprotein		
Odronextamab	MS4A1/CD20;CD3E	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Odronextamab	MS4A1/CD20;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Ofatumumab	MS4A1/CD20	0	MS4A1/CD20	approved_symbol	HGNC:7315	
Ogalvibart	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Olaratumab	PDGFRA/CD140A	0	PDGFRA/CD140A	approved_symbol	HGNC:8803	
Oleclumab	NT5E/CALJA/CD73	0	NT5E/CALJA/CD73	approved_symbol	HGNC:8021	
Olendalizumab	C5	0	C5	approved_symbol	HGNC:1331	
Olintatug	KAAG1/RU2AS	0	KAAG1/RU2AS	approved_symbol	HGNC:21031	
Olinvacimab	KDR/CD309/VEGFR2	0	KDR/CD309/VEGFR2	approved_symbol	HGNC:6307	
Oloctinebart	LGALS3/GAL3	0	LGALS3/GAL3	approved_symbol	HGNC:6563	
Olokizumab	IL6	0	IL6	approved_symbol	HGNC:6018	
Omalizumab	IGHE	0	IGHE	approved_symbol	HGNC:5522	
Omburtamab	B7H3/CD276	0	B7H3/CD276	approved_symbol	HGNC:19137	
Omectatug	CLDN18	0	CLDN18	approved_symbol	HGNC:2039	
Omoprubart	C5	0	C5	approved_symbol	HGNC:1331	
Omodenbamab	Staphylococcus aureus Protein A	0	Staphylococcus aureus Protein A	unresolved_or_nonprotein		
Ompekimig1	IL13;IL4	0	IL13	approved_symbol	HGNC:5973	
Ompekimig1	IL13;IL4	1	IL4	approved_symbol	HGNC:6014	
Ompekimig2	IL33	0	IL33	approved_symbol	HGNC:16028	
Onartuzumab	MET/HGFR	0	MET/HGFR	approved_symbol	HGNC:7029	
Onfekafusp	FN extracellular domain B	0	FN extracellular domain B	unresolved_or_nonprotein		
Ongericimab	PCSK9	0	PCSK9	approved_symbol	HGNC:20001	
Ontamalimab	MADCAM1	0	MADCAM1	approved_symbol	HGNC:6765	
Ontuxizumab	CD248/CD164L1	0	CD248/CD164L1	approved_symbol	HGNC:18219	
Onvatilimab	VSIR/VISTA/B7H5/PD1H/SISP1	0	VSIR/VISTA/B7H5/PD1H/SISP1	approved_symbol	HGNC:30085	
Opamistomig	PDL1/CD274;TNFRSF9/CD137/4-1BB	0	PDL1/CD274	approved_symbol	HGNC:17635	
Opamistomig	PDL1/CD274;TNFRSF9/CD137/4-1BB	1	TNFRSF9/CD137/4-1BB	approved_symbol	HGNC:11924	
Opelkibart	KIT/CD117	0	KIT/CD117	approved_symbol	HGNC:6342	
Opicinumab	LINGO1	0	LINGO1	approved_symbol	HGNC:21205	
Oportuzumab	EPCAM/CD326	0	EPCAM/CD326	approved_symbol	HGNC:11529	
Opucolimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Opugotamig	FOLR1;FOLR1	0	FOLR1	approved_symbol	HGNC:3791	
Opugotamig	FOLR1;FOLR1	1	FOLR1	approved_symbol	HGNC:3791	
Ordesekimab	IL15	0	IL15	approved_symbol	HGNC:5977	
Orilanolimab	FCGRT/FcRn	0	FCGRT/FcRn	approved_symbol	HGNC:3621	
Ormutivimab	Rabies Virus Surface Glycoprotein 4 (gp4) Epitope 1	0	Rabies Virus Surface Glycoprotein 4 (gp4) Epitope 1	unresolved_or_nonprotein		
Orticumab	OxLDL	0	OxLDL	unresolved_or_nonprotein		
Osemitamab	CLDN18	0	CLDN18	approved_symbol	HGNC:2039	
Osocimab	F11	0	F11	approved_symbol	HGNC:3529	
Otelixizumab	CD3E	0	CD3E	approved_symbol	HGNC:1674	
Otilimab	CSF2	0	CSF2	approved_symbol	HGNC:2434	
Otlertuzumab	CD37	0	CD37	approved_symbol	HGNC:1666	
Oturkibart	IL4R/CD124	0	IL4R/CD124	approved_symbol	HGNC:6015	
Oxelumab	TNFSF4/CD134/CD252/OX40L	0	TNFSF4/CD134/CD252/OX40L	approved_symbol	HGNC:11934	
Ozanezumab	RTN4/Nogo	0	RTN4/Nogo	approved_symbol	HGNC:14085	
Ozekibart	TNFRSF10B/CD262/DR5/TRAILR2	0	TNFRSF10B/CD262/DR5/TRAILR2	approved_symbol	HGNC:11905	
Ozoralizumab	TNF/TNFA;ALB	0	TNF/TNFA	approved_symbol	HGNC:11892	
Ozoralizumab	TNF/TNFA;ALB	1	ALB	approved_symbol	HGNC:399	
Ozureprubart	IGHE	0	IGHE	approved_symbol	HGNC:5522	
Ozuriftamab	ROR2	0	ROR2	approved_symbol	HGNC:10257	
Pabinafusp	TFRC/CD71	0	TFRC/CD71	approved_symbol	HGNC:11763	
Pacanalotamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Pacanalotamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Pacibekitug	IL6	0	IL6	approved_symbol	HGNC:6018	
Pacmilimab	PDL1/CD274	0	PDL1/CD274	approved_symbol	HGNC:17635	
Palivizumab	Respiratory Syncytial Virus Glycoprotein F	0	Respiratory Syncytial Virus Glycoprotein F	unresolved_or_nonprotein		
Palverafusp	VEGF	0	VEGF	unique_alias	HGNC:12680	
Pamlectabart	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Pamlectabart	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Pamrevlumab	CTGF/CCN2	0	CTGF/CCN2	approved_symbol	HGNC:2500	
Pamvatamig	MET/HGFR;EGFR/ERBB1/HER1	0	MET/HGFR	approved_symbol	HGNC:7029	
Pamvatamig	MET/HGFR;EGFR/ERBB1/HER1	1	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Panitumumab	EGFR/ERBB1/HER1	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
Panobacumab	Serotype IATS O11	0	Serotype IATS O11	unresolved_or_nonprotein		
Paridiprubart	TLR4/CD284	0	TLR4/CD284	approved_symbol	HGNC:11850	
Parsatuzumab	EGFL7	0	EGFL7	approved_symbol	HGNC:20594	
Pasotuxizumab	FOLH1/GCPII/PSMA;CD3E	0	FOLH1/GCPII/PSMA	approved_symbol	HGNC:3788	
Pasotuxizumab	FOLH1/GCPII/PSMA;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Pasritamig	KLK2/KLK2A2/hGK-1/hK2;CD3E	0	KLK2/KLK2A2/hGK-1/hK2	approved_symbol	HGNC:6363	
Pasritamig	KLK2/KLK2A2/hGK-1/hK2;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Patecibart	EDNRA	0	EDNRA	approved_symbol	HGNC:3179	
Pateclizumab	LTA	0	LTA	approved_symbol	HGNC:6709	
Patritumab	ERBB3/HER3	0	ERBB3/HER3	approved_symbol	HGNC:3431	
Pavurutamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	0	TNFRSF17/CD269/BCMA/TNFRSF13A	approved_symbol	HGNC:11913	
Pavurutamab	TNFRSF17/CD269/BCMA/TNFRSF13A;CD3E	1	CD3E	approved_symbol	HGNC:1674	
Pegrizeprument	CD28	0	CD28	approved_symbol	HGNC:1653	
Pelgifatamab	FOLH1/GCPII/PSMA	0	FOLH1/GCPII/PSMA	approved_symbol	HGNC:3788	
Peluntamig	IAP/CD47;DLL3	0	IAP/CD47	approved_symbol	HGNC:1682	
Peluntamig	IAP/CD47;DLL3	1	DLL3	approved_symbol	HGNC:2909	
Pembrolizumab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Pemivibart	SARS-CoV-2 Spike RBD	0	SARS-CoV-2 Spike RBD	unresolved_or_nonprotein		
Penpulimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Pepinemab	SEMA4D/CD100	0	SEMA4D/CD100	approved_symbol	HGNC:10732	
Perakizumab	IL17A	0	IL17A	approved_symbol	HGNC:5981	
Perenostobart	ENTPD1/CD39	0	ENTPD1/CD39	approved_symbol	HGNC:3363	
Peresolimab	PDCD1/CD279/PD1	0	PDCD1/CD279/PD1	approved_symbol	HGNC:8760	
Pertuzumab	ERBB2/CD340/HER2	0	ERBB2/CD340/HER2	approved_symbol	HGNC:3430	
Petosemtamab	EGFR/ERBB1/HER1;LGR5	0	EGFR/ERBB1/HER1	approved_symbol	HGNC:3236	
