source	gene	pmid	pmc_id	doi	year	bucket	title
production	LGALS4	40011425	PMC11865286	10.1038/s41467-025-57162-5	2025	pmc	The Drosophila epidermal growth factor receptor pathway regulates Hedgehog signalling and cytoneme b
production	NCF1	40538929	PMC12176808	10.3389/fped.2025.1483173	2025	pmc	The value of DHR-enzyme-linked immunosorbent assay in the diagnosis of chronic granulomatous disease
production	NCF1	41640653	PMC12867194	10.4103/abr.abr_26_25	2025	pmc	Main Genes Linked to the Immune Microenvironment in High-Grade Serous Ovarian Cancer
production	NCF1	42193241	PMC13203678	10.3390/antiox15050619	2026	pmc	Regulation of Amino Acid Transporters by Cell Surface Receptors
production	NCF1	37007029	PMC10060566	10.3389/fphar.2023.1128872	2023	pmc	RAGE signaling regulates the progression of diabetic complications
production	NCF1	41782879	PMC12953553	10.3389/fimmu.2026.1738384	2026	pmc	Beyond a gatekeeper: the non-classical signaling role of STRA6 in driving endothelial senescence and
production	NCF1	38339078	PMC10855943	10.3390/ijms25031798	2024	pmc	Virtual Screening of Peptide Libraries: The Search for Peptide-Based Therapeutics Using Computationa
production	NCF1	42193227	PMC13203591	10.3390/antiox15050605	2026	pmc	YAK577 Attenuates Vascular Calcification by Targeting an MMP14-NOX2/ROS Axis in VSMCs and a Vitamin 
production	NCF1	37489578	PMC10435235	10.7554/elife.90234	2023	pmc	Cas phosphorylation regulates focal adhesion assembly
production	NCF1	41884483	PMC13012310	10.2147/dddt.s581728	2026	pmc	Proteome Microarray-Guided Global View: Multiple Pharmacological Targets of Icariin
production	NCF1	35838051	PMC9282929	10.1172/jci157780	2022	pmc	Distinct histopathological phenotypes of severe alcoholic hepatitis suggest different mechanisms dri
production	PICALM	35449600	PMC9015699	10.1080/27694127.2022.2042054	2022	pmc	The ATG5 interactome links clathrin-mediated vesicular trafficking with the autophagosome assembly m
production	PICALM	39956854	PMC11830769	10.1038/s41467-025-56938-z	2025	pmc	Anoctamin-1 is a core component of a mechanosensory anion channel complex in C. elegans
production	PICALM	28316001		10.1007/s11033-017-4100-9	2017	no_oa	Associations of polymorphisms in the candidate genes for Alzheimer's disease BIN1, CLU, CR1 and PICA
production	PICALM	41958905	PMC13057432	10.3389/fnut.2026.1742974	2026	pmc	Associations between lipid-derived indices and cardiovascular-kidney-metabolic syndrome progression 
production	PICALM	27048444		10.1007/s12035-016-9886-2	2017	no_oa	PICALM rs3851179 Variant Confers Susceptibility to Alzheimer's Disease in Chinese Population
production	PICALM	39288764	PMC11531391	10.1016/j.cell.2024.08.036	2024	pmc	Dynamic allostery drives autocrine and paracrine TGF-β signaling
production	PICALM	24618820	PMC3949918	10.1371/journal.pone.0091242	2014	pmc	Genetics of PICALM expression and Alzheimer's disease
production	PICALM	36441829	PMC9762590	10.1371/journal.ppat.1010999	2022	pmc	High-density binding to Plasmodium falciparum circumsporozoite protein repeats by inhibitory antibod
production	PICALM	40140582	PMC13005050	10.1038/s41586-025-08756-y	2025	pmc	Oxidation of retromer complex controls mitochondrial translation
production	PICALM	40153373	PMC11952216	10.1371/journal.pone.0320631	2025	pmc	Listeria monocytogenes infection in intestinal epithelial Caco-2 cells with exposure to progesterone
production	TMEM210	41325449	PMC12680335	10.1371/journal.pgen.1011952	2025	pmc	Statistical methods to disentangle genetic effects influencing infertility and early fetal viability
production	TMEM210	39971903	PMC11840104	10.1038/s41419-025-07442-1	2025	pmc	Single-cell RNA-seq and pathological phenotype reveal the functional atlas and precise roles of Sox3
production	TMEM210	35836132	PMC9284715	10.1186/s12575-022-00172-0	2022	pmc	A comprehensive prognostic and immune analysis of enhancer RNA identifies IGFBP7-AS1 as a novel prog
production	TMEM210	15613247	PMC544869	10.1186/1477-5751-3-7	2004	pmc	Despite WT1 binding sites in the promoter region of human and mouse nucleoporin glycoprotein 210, WT
production	TMEM210	36674726	PMC9863867	10.3390/ijms24021211	2023	pmc	Impact of Fetal Exposure to Endocrine Disrupting Chemical Mixtures on FOXA3 Gene and Protein Express
production	TMEM210	34810375	PMC9226697	10.4103/aja202196	2022	no_oa	"Commentary on ""CRISPR/Cas9-mediated genome editing reveals 12 testis-enriched genes dispensable for "
production	TMEM210	15164053	PMC2734081	10.1038/nature02465	2004	pmc	DNA sequence and analysis of human chromosome 9
production	TMEM210	23110523	PMC3571905	10.1186/1471-2407-12-500	2012	pmc	Identification of PADI2 as a potential breast cancer biomarker and therapeutic target
production	TMEM210	38288471	PMC10822950	10.3389/fendo.2023.1245899	2023	pmc	Multigenerational diabetes mellitus
production	TMEM210	35864512	PMC9302563	10.1186/s12985-022-01852-9	2022	pmc	Comprehensive profiling and characterization of cellular microRNAs in response to coxsackievirus A10
production	SGCE	28621662	PMC5499943	10.7554/elife.25480	2017	pmc	Chronic lithium treatment elicits its antimanic effects via BDNF-TrkB dependent synaptic downscaling
production	SGCE	41283323	PMC12641844	10.3390/biotech14040088	2025	pmc	Engineered Human Dental Pulp Stem Cells with Promising Potential for Regenerative Medicine
production	SGCE	41378077	PMC12686997	10.4292/wjgpt.v16.i4.111074	2025	pmc	Endoscopic sleeve gastrectomy &lt;i&gt;vs&lt;/i&gt; traditional bariatric surgery: A paradigm shift 
production	SGCE	41684867	PMC12893626	10.18632/oncoscience.641	2026	pmc	Dual targeting of oncogenic microtubules and mitochondria in PDAC
production	SGCE	39195277	PMC11353167	10.3390/cells13161389	2024	pmc	Anti-Allergic and Anti-Inflammatory Signaling Mechanisms of Natural Compounds/Extracts in In Vitro S
production	SGCE	41536998	PMC12796769	10.1016/j.isci.2025.114454	2026	pmc	Spectrin condensates provide a nidus for assembling the axonal membrane-associated periodic skeleton
production	SGCE	40081376	PMC12081314	10.1016/j.ajhg.2025.02.016	2025	no_oa	Bi-allelic MED16 variants cause a MEDopathy with intellectual disability, motor delay, and craniofac
production	SGCE	40212817	PMC11982807	10.12688/wellcomeopenres.23515.3	2025	pmc	&lt;i&gt;Drosophila&lt;/i&gt; AHR limits tumor growth and stem cell proliferation in the intestine
production	SGCE	37070063	PMC10105106	10.1002/mdc3.13708	2023	no_oa	Dystonia Responding to Levodopa in A Child with Myoclonus-Dystonia
production	SGCE	33804258	PMC7999025	10.3390/ijms22062996	2021	pmc	Endothelial Glycocalyx as a Regulator of Fibrotic Processes
production	FBLN2	41543176	PMC12834369	10.3892/ijmm.2026.5733	2026	pmc	&lt;p&gt;Beyond hepatic stellate cell heterogeneity: Resolving fibrosis, restoring regeneration (Rev
production	FBLN2	25684225	PMC4375938	10.1016/j.stemcr.2015.01.007	2015	pmc	Comparative quantification of the surfaceome of human multipotent mesenchymal progenitor cells
production	FBLN2	37651409	PMC10499240	10.1371/journal.pcbi.1011404	2023	pmc	Phylogenetic inference of the emergence of sequence modules and protein-protein interactions in the 
production	FBLN2	33429944	PMC7827565	10.3390/ijms22020560	2021	pmc	Fibulin-2: A Novel Biomarker for Differentiating Grade II from Grade I Meningiomas
production	FBLN2	33101423	PMC7569451	10.1155/2020/8872009	2020	pmc	Plasmatic Membrane Expression of Adhesion Molecules in Human Cardiac Progenitor/Stem Cells Might Exp
production	FBLN2	41273738	PMC12981640	10.4317/medoral.27658	2026	pmc	Descriptive transcriptomic profiling differentiates oral leukoplakia from proliferative verrucous le
production	FBLN2	35445008	PMC9014007	10.3389/fbioe.2022.862619	2022	pmc	A Novel Quantification System Combining iTRAQ Technology and Multi-Omics Assessment to Predict Progn
production	FBLN2	38950861	PMC11325810	10.1016/j.jbc.2024.107521	2024	pmc	Novel insights into the multifaceted and tissue-specific roles of the endocytic receptor LRP1
production	FBLN2	35477573	PMC9046296	10.1038/s41413-022-00209-w	2022	pmc	A high-resolution route map reveals distinct stages of chondrocyte dedifferentiation for cartilage r
production	FBLN2	40661831	PMC12256177	10.1155/humu/2475635	2025	pmc	Adaptation of ACMG/AMP Guidelines for Clinical Classification of &lt;i&gt;BMPR2&lt;/i&gt; Variants i
production	IL1R2	40682561	PMC12455598	10.1093/ibd/izaf143	2025	pmc	Mucosal Responses to Type II Interferon in IBD
production	IL1R2	41416938	PMC12716226	10.1002/eji.70104	2025	pmc	Staphylococcal Enterotoxin A Shapes Monocyte Transcription and Macrophage Polarization: Implications
production	IL1R2	41409095	PMC12706183	10.1002/mco2.70521	2025	pmc	Idiopathic Pulmonary Fibrosis: Cellular Heterogeneity, Mechanisms, and Therapeutic Implications
production	IL1R2	39911484	PMC11795822	10.3389/fvets.2024.1473421	2024	pmc	Sequential transcriptome profiling: comparative analysis of normal and canine lymphoma preceding det
production	IL1R2	39932547	PMC11813845	10.1007/s00262-024-03922-z	2025	pmc	Neutrophil-induced pyroptosis promotes survival in patients with hepatoblastoma
production	IL1R2	41213982	PMC12603179	10.1038/s41598-025-14278-4	2025	pmc	Neutrophil-derived Il1r2 modulates inflammation and alleviates acute lung injury by promoting M2 mac
production	IL1R2	41820703	PMC13096283	10.1007/s12672-026-04761-3	2026	pmc	Transcriptome combined with single-cell data to construct a prognostic model for glycosylation-relat
production	IL1R2	38997794	PMC11492308	10.1002/cac2.12591	2024	pmc	Cellular senescence and metabolic reprogramming: Unraveling the intricate crosstalk in the immunosup
production	IL1R2	41416438	PMC12746387	10.3892/mmr.2025.13781	2026	pmc	&lt;i&gt;CACNB1&lt;/i&gt; alleviates mepivacaine‑induced myocardial ischemia/reperfusion injury by p
production	IL1R2	40517318	PMC12420366	10.1002/1878-0261.70068	2025	pmc	A DIA-MS-based proteomics approach to find potential serum prognostic biomarkers in glioblastoma pat
production	PMP22	42072469	PMC13114019	10.3390/biomedicines14040928	2026	pmc	DSS Colitis Model: Traps, Tricks, and Reporting Recommendations
production	PMP22	41449260	PMC12799886	10.1007/s00018-025-06023-x	2025	pmc	Bone marrow mesenchymal stem cell-derived circHECTD1 targets claudin1 through the CTCF/METTL3 axis t
production	PMP22	40563526	PMC12191393	10.3390/biom15060886	2025	pmc	Dairy Propionibacteria: Probiotic Properties and Their Molecular Bases
production	PMP22	17917930		10.1080/00207450601050089	2007	no_oa	Duplication analysis in Turkish Charcot-Marie-Tooth type 1A patients using short tandem repeat marke
production	PMP22	41981417	PMC13188642	10.1186/s13287-026-05008-2	2026	pmc	ATG5 overexpression enhances the therapeutic efficacy of mesenchymal stem cells in a mouse colitis m
production	PMP22	40723802	PMC12292385	10.3390/biom15070930	2025	pmc	The Link Between Endoplasmic Reticulum Stress and Lysosomal Dysfunction Under Oxidative Stress in Ca
production	PMP22	32819443	PMC7441679	10.1186/s12934-020-01426-w	2020	pmc	Postbiotics-parabiotics: the new horizons in microbial biotherapy and functional foods
production	PMP22	42112396	PMC13149170	10.3389/fimmu.2026.1783222	2026	pmc	The CXCL12-CXCR4 axis in colorectal cancer: immune regulation, metastatic progression, and therapeut
production	PMP22	41326388	PMC12789631	10.1038/s41467-025-67025-8	2025	pmc	Molecular basis of prostaglandin E&lt;sub&gt;2&lt;/sub&gt; reuptake by organic anion transporter PGT
production	PMP22	41988384	PMC13076589	10.3389/fcell.2026.1760517	2026	pmc	The role of extracellular vesicles in the transport and regulation of novel inflammatory mediators i
production	TBC1D8	42004740	PMC13091350	10.1016/j.imj.2026.100249	2026	pmc	Current status on encephalitic alphavirus vaccines development: Advances, challenges, and global hea
production	TBC1D8	30809301	PMC6376479	10.7150/thno.30224	2019	pmc	TBC1D8 Amplification Drives Tumorigenesis through Metabolism Reprogramming in Ovarian Cancer
production	TBC1D8	39847705	PMC11756858	10.1289/ehp14285	2025	pmc	Single-Cell Multi-Omics Profiling of Immune Cells Isolated from Atherosclerotic Plaques in Male ApoE
production	TBC1D8	18974862	PMC2568953	10.1371/journal.ppat.1000189	2008	pmc	Role of cellular heparan sulfate proteoglycans in infection of human adenovirus serotype 3 and 35
production	TBC1D8	34433803	PMC8385704	10.1038/s41392-021-00740-y	2021	pmc	ACE2-targeting monoclonal antibody as potent and broad-spectrum coronavirus blocker
production	TBC1D8	37000623	PMC10063157	10.1016/j.celrep.2023.112326	2023	pmc	Fc-mediated pan-sarbecovirus protection after alphavirus vector vaccination
production	TBC1D8	19476617	PMC2694809	10.1186/1471-2180-9-111	2009	pmc	The association of CD81 with tetraspanin-enriched microdomains is not essential for Hepatitis C viru
production	TBC1D8	40829900	PMC12366621	10.1136/jitc-2025-011915	2025	pmc	HPV16 E6 and E7 expressing cancer cells suppress the antitumor immune response by upregulating KLF2-
production	TBC1D8	39308681	PMC11414614	10.7150/jca.98844	2024	pmc	Up-regulated SLC25A39 promotes cell growth and metastasis via regulating ROS production in colorecta
production	TBC1D8	41266370	PMC12706070	10.1038/s41467-025-65986-4	2025	pmc	Combinatorial protein engineering identifies potent CRISPR activators with reduced toxicity
production	KCNIP3	40869132	PMC12386907	10.3390/ijms26167811	2025	pmc	IL-15 Promotes the Survival of Anti-Inflammatory (M2), Immunoinhibitory (IL-10+) Dermal Macrophages 
production	KCNIP3	41488813	PMC12756974	10.2147/itt.s532291	2025	pmc	Precision Medicine in Asthma: The Role of Biomarkers
production	KCNIP3	41657474	PMC12876444	10.12779/dnd.2026.25.1.25	2026	pmc	A Protocol of Korean JOint RegistrY for ALZheimer's Treatment and Diagnostics (JOY-ALZ)
production	KCNIP3	18628663		10.1097/wnr.0b013e3283089209	2008	no_oa	Characterization of subcellular localization and Ca2+ modulation of calsenilin/DREAM/KChIP3
production	KCNIP3	40126672	PMC12449327	10.1007/s00210-025-03955-w	2025	pmc	Apoptotic and senolytic effects of hERG/Eag1 channel blockers in combination with temozolomide in hu
production	KCNIP3	40835006	PMC12475854	10.1016/j.mcpro.2025.101055	2025	pmc	Proteomic Characterization of the Alzheimer's Disease Risk Factor BIN1 Interactome
production	KCNIP3	11988022		10.1006/mcne.2001.1096	2002	no_oa	Calsenilin enhances apoptosis by altering endoplasmic reticulum calcium signaling
production	KCNIP3	40983636	PMC12559007	10.1038/s41388-025-03576-w	2025	pmc	KBTBD11 loss promotes AKT hyperactivation and therapeutic vulnerability in prostate cancer
production	KCNIP3	40998785	PMC12464334	10.1038/s41392-025-02405-6	2025	pmc	Reprogramming of cancer metabolism via photoresponsive nano-PROTAC enhances pyroptosis-mediated immu
production	KCNIP3	40938785	PMC12820597	10.1111/febs.70255	2026	pmc	Activator of apoptosis harakiri (HRK) localisation at mitochondria alters mitochondrial morphology i
production	PDE6B	41223282	PMC12609157	10.1126/sciadv.adz1069	2025	pmc	Evasion of CARD8 activation during HIV-1 assembly
production	PDE6B	42093645	PMC13161189	10.1042/bst20250138	2026	pmc	Lipid transport mechanisms in human ABCA family transporters: a structural perspective
production	PDE6B	41179677	PMC12571622	10.3389/fonc.2025.1669157	2025	pmc	PDE10A as a novel diagnostic and therapeutic target in cancer: insights and challenges
production	PDE6B	17392683	PMC2642916		2007	pmc	Mutations in NYX of individuals with high myopia, but without night blindness
production	PDE6B	41395268	PMC12698527	10.3389/fnins.2025.1725264	2025	pmc	Advantages of human opsins in optogenetic visual restoration
production	PDE6B	42071306	PMC13215715	10.1017/erm.2026.10049	2026	pmc	Obesity-Related Cognitive Impairment: An Update Overview of Mechanisms and Treatments
production	PDE6B	35095426	PMC8793500	10.3389/fncel.2021.809531	2021	pmc	Two Functional Classes of Rod Bipolar Cells in the Healthy and Degenerated Optogenetically Treated M
production	PDE6B	38038619	PMC10697173	10.1167/iovs.64.15.1	2023	pmc	Diabetic Müller-Glial-Cell-Specific Il6ra Knockout Mice Exhibit Accelerated Retinal Functional Decli
